,username,komentar_netizen,tanggal_dibuat,clean_text
491,Athrn30,@fendysatyah @souldarkside @ArnoldPoernomo nya gmn kl 40 kota tersebut tidak memiliki daya tarik tersendiri? ikn jelas ibukota jakarta jelas ibukota dan sentra bisnis siapa yg gamau invest di dua kota itu nah 40 kota itu apa?,Fri Feb 16 15:52:49 +0000 2024,nya bagamana kota milik daya tarik ikn ibukota jakarta ibukota sentra bisnis invest kota kota
492,LyliSpider,@nggusel @by_amaa @undipmenfess Ga tau berhubungan atau enggak tapi pembangunan IKN dan pemindahan ibukota menurutku sebagai simbol awal pemerataan jadi ga Jawa sentris. Semoga pembangunan fasilitas umum di daerah non Jawa termasuk sekolah ke depannya diperhatikan termasuk di Kupang ini.,Sat Feb 17 02:54:40 +0000 2024,hubung bangun ikn pindah ibukota simbol perata jawa sentris moga bangun fasilitas daerah non jawa masuk sekolah kah perhati masuk kupang
493,AndikaBridger,@strike_bravo_b Itu penyeberangan sekali nyebrang satu mobil 400 an rb om dari pelabuhan semayang ke pelabuhan balikpapan sinyal masih belum stabil jalan di ibukota kabupaten sekitar sperrti tanah grogot masih ancur lucu aja warlok cinta ikn tpi gk ada impact buat daerahnya,Sun Feb 18 13:21:17 +0000 2024,seberang nyebrang mobil an rb om labuh mayang kah labuh balikpapan sinyal stabil jalan ibukota kabupaten sperrti tanah grogot hancur lucu warlok cinta ikn impact daerah
494,Liaisti_1,@RomeoWalker19 Love IKN Pensiun dekat ibukota,Tue Feb 20 09:18:53 +0000 2024,love ikn pensiun ibukota
495,yanur_pian71111,@FDonghun 02 di persilahkan menuju ikn ibukota baru dan 01 tatap DKI ibukotanya,Mon Feb 19 19:29:06 +0000 2024,silah tuju ikn ibukota tatap daerah khusus ibukota ibukotanya
496,J0YCELLINE,@tiwan Nama ibukota ikn bikin ribet aja. Kalo di forum internasional nanti jadi ai kei en. Ribettt,Tue Feb 20 09:00:48 +0000 2024,nama ibukota ikn bikin ribet forum internasional ai kei en ribettt
497,destanuevo,@undipmenfess IKN mau dibuat kayak distrik ibukota kayak di Hunger Games,Sun Feb 18 03:30:17 +0000 2024,ikn kayak distrik ibukota kayak hunger games
498,WulandariFariha,@halojabarcom ini gen z bukannya belajar malah main bully2an .. udh hafal belum lu nama2 ibukota daerah jangan2 IKN aja ga tau singkatan dari apa,Mon Feb 19 16:16:02 +0000 2024,gen z ajar main bully2an hafal nama2 ibukota daerah jangan2 ikn singkat
499,Reform_Indo,@AdhieMassardi Kalau kecurangan ini melenggang maka ini adalah PEMILU terakhir 2029 ibukota sdh di IKN Gibran Kaesang dan Jan etes berkuasa dgn riang gembira,Sun Feb 18 10:17:07 +0000 2024,curang lenggang pilih ibukota ikn gibran kaesang etes kuasa riang gembira
500,tmelq55,@thisaoedy Ohhhhh aku kira IKN itu emang titik tapi nyebar di setiap ibukota kalimantan masing-masing gitu.. kan Kalimantan kan ada 5 Kalimantan nah IKN itu ya di masing-masing ibukota 5 kabupaten itu hahahahaa ternyata aku kopler beneran yah.. oh iya Balikpapan kan Kalimantan Timur ,Tue Feb 20 03:43:02 +0000 2024,ohhhhh ikn titik nyebar ibukota kalimantan masingmasing kalimantan kalimantan ikn iya masingmasing ibukota kabupaten hahahahaa nyata kopler beneran yah oh iya balikpapan kalimantan timur
501,haloziziy,@zygomajor_ bisa-bisanya gencerin IKN sebagai ibukota negara dengan anggaran dr pajak rakyat tapi cuma bisa nampung 1:5 warga jakarta WKWKWK ANEHHHH,Sun Feb 18 04:51:01 +0000 2024,bisabisanya gencerin ikn ibukota negara anggar pajak rakyat nampung warga jakarta wkwkwk anehhhh
502,indoreich,@ARSIPAJA apakah ikn di buat agar pendemo bisa diredam? kyk fi Mesir yg memindahkan ibukota negarany??,Sun Feb 18 03:42:45 +0000 2024,ikn demo redam fi mesir pindah ibukota negarany
503,nandaliviea,@BangPino__ udah dibilangin malah ngeyel oke gas2x . nikmati / fasting aja biar kek body blekpink. makan siang gratis cuma buat kids itupun masih gak ada plannya ikn juga ibukota yg dibatasi &amp; buat orang asing borjuis wkwk,Tue Feb 20 12:29:08 +0000 2024,dibilangin ngeyel oke gas2x nikmat fasting biar body blekpink makan siang gratis kids plan ikn ibukota batas amp orang asing borjuis tertawa
504,ariezz_guentoro,@sociotalker Makanya gambaran orang IKN itu akan jadi magnet baru sebagai ibukota baru tempet urban dari daerah seperti kota kota besar lain nya terbantahkan IKN hanya akan jadi jadi simbol eklusifitas penguasa belaka ..,Sun Feb 18 00:40:20 +0000 2024,gambar orang ikn magnet ibukota tempet urban daerah kota kota nya bantah ikn simbol eklusifitas kuasa belaka
505,bbprasetya2,@dewapuci Sebenernya selain pembangunan itu saya paling respek nantinya ikn pengolahan sampahnya /limbah yg baik tidak ada buang sampah sembarangan tidak ada air kotor karena sampah. Kalo ini bisa diatur di ikn baru namanya ibukota baru tanpa sampah,Sun Feb 18 10:07:25 +0000 2024,sebenernya bangun respek ikn olah sampah limbah buang sampah sembarang air kotor sampah atur ikn nama ibukota sampah
506,ones_tan,@theo12_ini @gibran_tweet IKN adalah hadiah terindah dan terbaik bagi Kalimantan Timur jadi ato tidak sebagai ibukota negara kin tetap berterima kasih pada Pak Presiden kita Bapak Jokowidodo,Sun Feb 18 02:31:03 +0000 2024,ikn hadiah indah kalimantan timur ibukota negara kin terima kasih presiden jokowidodo
507,sweet_girlyyyy,@Wedhuzjr @aslijawasejati 1. Ya emang pake prioritas dipikir pindah ibukota ga pake duit apa? Dan ya bener dong membangun 40 kota setara jakarta itu lebih baik daripada IKN karena fokusnya memperbaiki dan memeratakan 2. Ya emang memperbaiki kota bukan bikin kota lagi. Dan Banjarbaru sudah ada sblm IKN,Sun Feb 18 23:31:46 +0000 2024,iya pakai prioritas pikir pindah ibukota pakai uang iya bangun kota tara jakarta ikn fokus perata iya kota bikin kota banjarbaru ikn
508,tmelq55,@thisaoedy kan IKN yah = Ibu Kota Nusantara nalar aku antara ada 5 ibukota Samarinda Palangkaraya Pontianak Tanjung Selor Banjarbaru = IKN jadi IKN-nya banyak! ada 5! atau ga ya IKN = Palangkaraya atau ga milih salah satu kalau IKN ada di Kalimantan Timur ya IKN = Samarinda.,Tue Feb 20 03:59:49 +0000 2024,ikn yah kota nusantara nalar ibukota samarinda palangkaraya pontianak tanjung lor banjarbaru ikn iknnya iya ikn palangkaraya milih salah ikn kalimantan timur iya ikn samarinda
509,bigwinRchel,@dinawiratma @XenoCybernetics @tubirfess salah dong indonesia kn pindah ibukota ke ikn trus pisah sdh indo sm jakarta biar presiden jakarta abah lo aja dripda ribet lo smua,Sun Feb 18 06:24:40 +0000 2024,salah indonesia pindah ibukota kah ikn pisah indonesia jakarta biar presiden jakarta abah dripda ribet
510,imkatarinablue,@aLeirq Sebelum ibukota pindah gas dulu aja ga sih takut nnti klo IKN udah jadi mereka malah konser di sana ,Tue Feb 20 03:59:37 +0000 2024,ibukota pindah gas sih takut ikn konser
511,myouizturizer,@Burung_pelajar @nktthi @MorphoMenelausX @nauval_12 Dari awal kan emang fungsi dari ikn adalah simbol pemetataan ya alias butuh ibukota baru? Butuh. Cuman karena duit terbatas yaa harus ada skala prioritas. Mending bangun kota yang lain dulu sekalian ningkatin pertumbuhan ekonomi cmiiw,Mon Feb 19 02:47:16 +0000 2024,fungsi ikn simbol tata iya alias butuh ibukota butuh uang batas yaa skala prioritas bangun kota ningkatin tumbuh ekonomi correct me if i m wrong
512,kontrahegemoni,Sebagai contoh penggunan kata Kepala Otoritas Ibukota Nusantara untuk menjadi kepala otoritas di IKN tidak ada proses demokrasi disana kepala negara sendiri yg menunjuknya secara langsung.,Mon Feb 19 12:11:36 +0000 2024,contoh gun kepala otoritas ibukota nusantara kepala otoritas ikn proses demokrasi kepala negara langsung
513,dyahbukandiah,@tiwan Duh jadi sedih banget dengan IKN ini :( Dulu sempet kontra sm capres yg katanya mo nunda IKN ini namun setelah dipikir² masih banyak yg lebih urgent untuk masalah pemerataan dgn mindahin ibukota negara ini,Tue Feb 20 03:56:30 +0000 2024,aduh sedih banget ikn kontra capres nunda ikn pikir urgent perata mindahin ibukota negara
514,panduwidyanto,@dewapuci Bu Fau ketika ibukota pindah ke IKN apakah ada rencana menyatukan waktu di Indonesia menjadi WITA semua?,Sun Feb 18 12:14:21 +0000 2024,bu fau ibukota pindah kah ikn rencana indonesia wita
515,bitter_daddy,@Th3Forge @hotradero Ini. Dr jaman SBY saya setuju ibukota baru. Karena konsep New York - Washington DC itu masuk akal. Yang masih belum paham saya adalah hubungan IKN dgn pemerataan ekonomi. Dengan adanya limitasi di IKN Ini wajib jadi diskusi publik.,Tue Feb 20 10:20:15 +0000 2024,jaman sby tuju ibukota konsep new york washington dc masuk akal paham hubung ikn perata ekonomi limitasi ikn wajib diskusi publik
516,echoPiR,@wongnjerooo @hanseolaaa @undipmenfess semarang kan ibukota provins. ini kan IKN ibukota negara Indonesia. ya masa mau disamain dengan ibukota provinsi. semarang sebagai ibukota provinsi aja beda dengan ibukota kabupaten ( kecamatan ),Sun Feb 18 15:08:14 +0000 2024,semarang ibukota provins ikn ibukota negara indonesia iya disamain ibukota provinsi semarang ibukota provinsi beda ibukota kabupaten camat
517,dhitahc,@Arifineyusuf yg 1 emang pengen pindah ke IKN krn suaminya ASN yg 1 ya merasa bahwa IKN akan menyejahterakan rakyat sekitar sih dan ibukota harus pindah... begituh. Yawis aku coba memahami aja... dan dia mengakui suka sama semua program 01 kecuali yg g dukung IKN,Mon Feb 19 08:19:49 +0000 2024,pindah kah ikn suami asn iya ikn sejahtera rakyat sih ibukota pindah begituh yawis coba paham suka program kecuali dukung ikn
518,KWidiarso,@CV_KP_Mandiri Makanya oleh presiden ibukota mau dipindah di IKN Kaltim. Biar tidak Jawa sentris tetapi Indonesia sentris.,Sun Feb 18 01:34:31 +0000 2024,presiden ibukota pindah ikn kalimantan timur biar jawa sentris indonesia sentris
519,hongranghaey,@jisoomorolls Actually we already have one. Meikarta namanya projek rumah impian dengan segala teknologi majunya and failed. NOW we have ongoing process IKN (Ibu Kota Nusantara) . Jadi ibukota Indonesia NANTI bukan lagi Jakarta tapi IKN ini and i guess it will be failed too ,Tue Feb 20 03:26:37 +0000 2024,actually we already have one meikarta nama projek rumah impi teknologi maju and failed now we have ongoing process ikn kota nusantara ibukota indonesia jakarta ikn and i guess it will be failed too
520,kuy_bangg,@bitxt ya bener pemikiran pak anies dari awal tuh yang katanya bakalan mengkaji ulang pembangunan ikn yang dananya terbatas karna buat apa duluin mindahin ibukota apalagi kalo ternyata dibuat hanya untuk elit mending buat hal2 yang lebih urgent dulu atau ratain pembangunan setiap kota,Sun Feb 18 17:52:27 +0000 2024,iya pikir anies kaji ulang bangun ikn dana batas duluin mindahin ibukota nyata elit hal2 urgent ratain bangun kota
521,deapersonalrant, Ibukota baru nggak ada manfaatnya utk orang lokal. 2 jutaan orang tinggal di IKN itu kan butuh jajan belanja jalan2. Yang diuntungkan? UMKM peternak dan pedagang lokal. Kenapa musti kitanya yang analisa dulu ya supaya kritik ke pemerintah ada baselinenya supaya tepat.,Sun Feb 18 13:01:32 +0000 2024,ibukota manfaat orang lokal juta orang tinggal ikn butuh jajan belanja jalan2 untung umkm ternak dagang lokal mesti analisa iya kritik kah perintah baselinenya
522,Khal1sh_Q,@y0ngL4dy @KheyL4_8 @VifeVife @Mia_Kyushu Seep..smp jumpa di Ibukota sblm dipindahkan ke IKN,Mon Feb 19 03:43:20 +0000 2024,seepsmp jumpa ibukota pindah kah ikn
523,JSTrikukuh,@inidiniy Gw bilangnya Kalimantan bukan IKN orang-orang Kalimantan mayoritas senang dengan IKN terus mau coba dibatalkan. Ya jelas lah bikin kajian dulu dan survey dulu ngga ujug2 pilih Kalimantan. Dari dulu Kalimantan iti memang daerah yang diusulkan menjadi ibukota baru ,Sun Feb 18 08:40:55 +0000 2024,bilang kalimantan ikn orangorang kalimantan mayoritas senang ikn coba batal iya bikin kaji survey ujug2 pilih kalimantan kalimantan iti daerah usul ibukota
524,haranirankara,@OnlyOnesia @MorphoMenelausX US Aussie Malaysia Korsel mereka sukses mindahin ibukota tapi bkn dengan cara bikin ibukota baru dr 0 seperti IKN. Mereka cuma mindahin wilayah administratifnya contoh Canberra sbg pusat pemerintahan dan politik di Aussie.,Sun Feb 18 22:46:42 +0000 2024,us aussie malaysia korsel sukses mindahin ibukota bikin ibukota ikn mindahin wilayah administratif contoh canberra pusat perintah politik aussie
525,arsetaa,@MaulanaHafzn @anggaandinata Soekarno bilangnya ikn di kalimantan tengah. Sedangkan definisi tengah itu apa. Kalo gagasannya ibukota negara itu di tengah indonesia ya titik tengahnya indonesia itu di kaltim ya silahkan liat peta Sedangkan soekarno waktu bilang itu baru gagasan dan cita2 blm ada risetnya,Tue Feb 20 23:55:33 +0000 2024,soekarno bilang ikn kalimantan definisi gagas ibukota negara indonesia iya titik indonesia kalimantan timur iya silah lihat peta soekarno bilang gagas cita2 riset
526,binlatif,@fedezoku @boughil @sociotalker Sekarang gini saya setuju kok ibukota baru. Jakarta sudah penuh. Tapi problem utamanya adalah metode penentuan lokasi dan konsep dari ibu kota baru ini. Selalu mana kajiannya mana diskusi melibatkan ahli dan khalayaknya. Tiba-tiba sah aja itu UU IKN.,Tue Feb 20 11:09:58 +0000 2024,tuju ibukota jakarta penuh utama metode lokasi konsep kota kaji diskusi libat ahli khalayak tibatiba sah undang ikn
527,ainurnuraa,@DuaPepesIkan @f4lasteen Kita yg satu pulau dengan ibukota aja pembangunan ga rata kan? Apalagi nanti IKN. Tujuannya kan untuk pemerataan mereka berharap ibukota dibangun disana agar kota² lain mengikuti. Tapi liat lah pulau jawa aku di kab. Bandung dkt kota aja fasilitasnya minim,Mon Feb 19 21:07:40 +0000 2024,pulau ibukota bangun ikn tuju perata harap ibukota bangun kota lihat pulau jawa kabupaten bandung dkt kota fasilitas minim
528,koganenohikari,@bubblesdwg 50-100 tahun kedepan kalo beneran jadi pindah ibukota nanti outskrits diluar batas IKN bakal jadi lebih padet. apalagi kota2 kaya balikpapan atau samarinda. nah masalahnya mereka ini di hulu sungai yang jadi ekosistem macem2 hewan. ya kalo bangunnya masih rumah tapak hancur itu,Sun Feb 18 04:26:00 +0000 2024,beneran pindah ibukota outskrits batas ikn padet kota2 kaya balikpapan samarinda hulu sungai ekosistem macem2 hewan iya bangun rumah tapak hancur
529,lilanns__,@qrchv Ikn ini ibukota baru nnt di kalimantan jadi bukan di jkt lgi beb,Sun Feb 25 13:18:53 +0000 2024,ikn ibukota kalimantan jakarta sayang
530,achmadii93,@_HakimGaris @kecapmanisee @idextratime Ikn yang ga penting banget gunain apbn harusnya dananya bisa digunakan untuk rakyat malah digunain bangun ibukota baru. Dimana akalnya?,Sun Feb 25 00:45:40 +0000 2024,ikn banget gunain apbn dana rakyat digunain bangun ibukota akal
531,Gr4sssss,@ravenclawace IKN mulai memberikan magnet dan harapan bagi masyarakat Kalt pada khususnya dan Kalimantan pada umnya. Sukses ibukota baru Nusantara. ,Sun Feb 25 22:48:16 +0000 2024,ikn magnet harap masyarakat kalt khusus kalimantan umnya sukses ibukota nusantara
532,ydhgstrmld,@AaronDVankov @herianiyulia @noturfavbaeeee @Nusa1945 @ravenclawace Lu yg mulai duluan manggil blok ya blok! Gua tanya kenapa engga fokus pemerataan pembangunan aja dulu? Kenapa malah IKN dulu? Emang seurgent itu bangun ibukota baru bukannya mending jalanan yang udah ada manusianya aja dulu yang dibangun blok?,Sun Feb 25 04:14:58 +0000 2024,duluan panggil blok iya blok fokus perata bangun ikn seurgent bangun ibukota jalan manusia bangun blok
533,heralddotID,Perairan di dekat Ibukota Negara Nusantara (IKN) dinilai sangat rawan keamannya. Sebab menjadi lalu lintas berdagangan internasional. selengkapnya https://t.co/LXnNVWRfS7 https://t.co/QM5FoDMatQ,Thu Feb 29 11:52:55 +0000 2024,air ibukota negara nusantara ikn nilai rawan aman lintas dagang internasional lengkap
534,DoankWarto,Mungkin yang dikejar adalah ketika JOKOWI sudah lengser pd Oktober 2024 IKN sudah selesai dan bisa ditempati dan difungsikan sebagai ibukota negara. Kalau masalah ekonomi sulit itu mah biasa aja dan masa bodoh toh rakyat sudah terbiasa dng hidup yg serba sulit. https://t.co/5ltNGX10rY,Thu Feb 29 21:23:24 +0000 2024,kejar jokowi lengser oktober ikn selesai fungsi ibukota negara ekonomi sulit mah bodoh rakyat dng hidup serba sulit
535,ryuljitn,Keberadaan Dewan Adat Dayak Paser sebagai mitra dalam pembangunan IKN Nusantara memastikan bahwa nilai-nilai kearifan lokal dan keberlanjutan lingkungan tetap dijaga dan diperhatikan. #IbuKota https://t.co/hwHcAXDK63,Thu Feb 29 02:25:05 +0000 2024,dewan adat dayak paser mitra bangun ikn nusantara nilainilai arif lokal lingkung jaga perhati
536,garudatvnews,Siap Jadi Ibukota Baru Kondisi IKN Semakin Memukau https://t.co/3rl0UiYOkb https://t.co/Y6sVGsgb2K,Mon Feb 26 08:00:40 +0000 2024,ibukota kondisi ikn pukau
537,astagfirullove,IKN : ibukota Kadu Ngora,Mon Feb 26 04:59:25 +0000 2024,ikn ibukota kadu ngora
538,monitordaycom,Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) Abdullah Azwar Anas membantah isu rumah dinas mewah di Ibukota Nusantara (IKN) dengan menyatakan bahwa rumah tersebut justru lebih kecil dibandingkan rumah dinas di Jakarta. https://t.co/MvCXpezJ9D https://t.co/QtF36M81B2,Tue Feb 27 09:54:39 +0000 2024,menteri pendayagunaan aparatur negara reformasi birokrasi panrb abdullah azwar anas ban isu rumah dinas mewah ibukota nusantara ikn nyata rumah banding rumah dinas jakarta
539,KasanMulyono,Siap-siap! Sekitar 6 ribu PNS akan dipindah ke Ibukota Nusantara atau IKN di Kalimantan Timur mulai Juli 2024 mendatang - Lombok Insider https://t.co/xNhGGtvWUI,Tue Feb 27 11:05:06 +0000 2024,siapsiap ribu pegawai negeri sipil pindah kah ibukota nusantara ikn kalimantan timur juli lombok insider
540,SatuhatiKopi,Yg ngotot pengen bangun ibukota IKN. Lu mikir deh... Pola pemilu masih begini. Mau lagu laguan,Mon Feb 26 23:20:00 +0000 2024,ngotot bangun ibukota ikn mikir deh pola pilih lagu lagu
541,Est_Mrt98,Salah Satu alasan pindah Ibukota krn Jakarta Banjir Lha kok kata Peneliti BRIN IKN berpotensi BANJIR Kemana aja Para Peneliti BRIN Waktu penentuan Lokasi ibukota baru ? RUWET³ https://t.co/Yg5cCExwF8,Mon Feb 26 12:12:12 +0000 2024,salah alas pindah ibukota jakarta banjir teliti brin ikn potensi banjir teliti brin lokasi ibukota ruwet
542,shintaeffendi,@jellypastaa Mmg sdh diingatkan potensi bencana ekologis nya mas krn rumah dr byk satwa &amp; tumbuhan. Belum lg soal kerawanan bencana (gempa/banjir) jk dibandingkan lokasi awal ibukota baru versi soekarno (kalteng). Rekam banjir 2019-2023 tjd lbh dr 15x dibbrp wilSepaku https://t.co/fPOc9COGHF https://t.co/fEVJEugDE3,Tue Feb 27 12:08:04 +0000 2024,potensi bencana ekologis nya mas rumah satwa amp tumbuh rawan bencana gempabanjir banding lokasi ibukota versi soekarno kalteng rekam banjir tjd 15x dibbrp wilsepaku
543,PANDHITADHYASA1,Ibukota Mesir yang baru 🇪🇬 sebuah kota baru yang megah &amp; modern dibangun selama 6 tahun di tengah2 Padang Pasir #IKN 🇮🇩 #IndonesiaJugaBisa #IbukotaBaruIndonesia 🇮🇩 https://t.co/owrSO97HQy,Tue Feb 27 18:34:19 +0000 2024,ibukota mesir buah kota megah amp modern bangun tengah2 padang pasir
544,arisharmawann,ikn kaya ny sukses jd ibukota nnti,Tue Feb 27 18:21:02 +0000 2024,ikn kaya nya sukses ibukota
545,friscaaditar,heru budi nih sengaja kali ya membentuk citra jakarta galayak lagi karena selalu banjir jadi biar orang-orang menganggap pemindahan ibukota ke ikn bukan jadi sebuah permasalahan.,Thu Feb 29 13:02:13 +0000 2024,heru budi sengaja kali iya bentuk citra jakarta galayak banjir biar orangorang anggap pindah ibukota kah ikn buah
546,artofavero,kalo lu ga marah liat ini dan justru terkagum2 berarti tolol. gua pengen ibukota dipindahin tapi yang bikin gua ga setuju IKN versi pemerintahan sekarang adalah persis karena prioritas nya pasti mbangun yang model gini. masih ada hal lebih urgent dan penting daripada bikin,Tue Feb 27 01:55:00 +0000 2024,marah lihat terkagum2 arti tolol ibukota dipindahin bikin tuju ikn versi perintah persis prioritas nya mbangun model urgent bikin
547,Liyohashepar,Gue nggak ngerti dengan orang yg bela2in IKN. Kalo emang seharusnya dipindah harusnya dari jaman Soekarno mula ibukota dipindahin,Tue Feb 27 10:02:15 +0000 2024,erti orang bela2in ikn pindah jaman soekarno ibukota dipindahin
548,alamsyah_t25280,IKN Balikpapan adalah ibukota nusantara di kalimantan timur. Bukan Prabowo - Gibran Ganjar mahfud for Indonesia! Nanti latihan di training centre kalo indonesia jadi tuan rumah.,Tue Feb 27 02:44:28 +0000 2024,ikn balikpapan ibukota nusantara kalimantan timur prabowo gibran ganjar mahfud for indonesia latih training centre indonesia tuan rumah
549,batman202301,Si @AgusYudhoyono dulu macan skrg jadi kambing yg ngemiss minta makanan. Ampe jilat kaya gitu. Sejak kapan tolsk ukur negara maju dari ibukota @jokowi https://t.co/AqE6i1ydmU,Thu Feb 29 03:36:09 +0000 2024,si macan kambing ngemiss makan ampe jilat kaya tolsk ukur negara maju ibukota
550,NKRI_Nomor_1,Biar ada alasan untuk memindahkan Ibukota Negara ke IKN ya Pak @jokowi ... ,Thu Feb 29 23:29:30 +0000 2024,biar alas pindah ibukota negara kah ikn iya
551,212bowie,Sepertinya memang Jakarta dibuat amburadul supaya penekanan pindah ibukota ke IKN memang keputusan yg tepat. Ya begitu sih alurnya.. Ya wis nikmati saja kalian juga khan yg pilih keberlanjutan rezim ini.,Thu Feb 29 14:06:13 +0000 2024,jakarta amburadul tekan pindah ibukota kah ikn putus iya sih alur iya wis nikmat pilih rezim
552,BerryBachtiar,@GeiszChalifah Hati2.. banjir sekarang mmg disengaja dibiarkan dan hening dari suara satwa liar agar makin kuat alasan rezim jkw utk memindahkan ibukota ke hutan ikN,Thu Feb 29 20:14:41 +0000 2024,hati2 banjir sengaja biar hening suara satwa liar kuat alas rezim jkw pindah ibukota kah hutan ikn
553,Petrisi20870345,@rymnleo Mgkin memang sengaja dibiarkan agar citra Jakarta selalu banjir terpenuhi. Sehingga tujuan rezim skrang memindahkan ibukota ke IKN tdk lagi menjadi polemik di masyarakat.,Thu Feb 29 04:10:02 +0000 2024,sengaja biar citra jakarta banjir penuh tuju rezim skrang pindah ibukota kah ikn polemik masyarakat
554,imaginavers,@horizon5454 @ramuanrayu @jungjefwaifeu @chitattooes lanjut soal reklamasi knp msh dilanjut? simpel. yg dilanjut itu yg hampir selesai dibangun mubazir klo dibiarkan terlantar/digusur. lbh banyak yg dibatalkan sesuai janji. sm kek IKN konsepnya ttp ditolak sbg ibukota tp yg sdh dibangun dimanfaatkan negara https://t.co/NNVwFDmdJW,Tue Feb 27 10:24:21 +0000 2024,reklamasi simpel selesai bangun mubazir biar terlantardigusur batal sesuai janji ikn konsep tolak ibukota bangun manfaat negara
555,rackarnivore,Nonton video pertanyaan dr konten kreator di Bandung: apa kepanjangan IKN &amp; apa ibukota sumatera selatan trs gada yg bisa jawab. Bukti dr sistem pendidikan yang gagal. (Atau emang barelegug &amp; celeno ajah?),Mon Feb 26 06:37:12 +0000 2024,nonton video konten kreator bandung ikn amp ibukota sumatera selatan gada bukti sistem didik gagal barelegug amp celeno ajah
556,rubahkeIabu,Lah ngapain? Kan ibukota jg pindah ke IKN? Terus juga bukannya bakal nyaingin KCIC?,Thu Feb 29 07:53:18 +0000 2024,ibukota pindah kah ikn saing kcic
557,sojetsojet,@NenkMonica @grace_nat memang disengaja banjir untuk jadi pembenaran ibukota pindah ke ikn,Thu Feb 29 11:29:14 +0000 2024,sengaja banjir ibukota pindah kah ikn
558,Yukikaze_D_,Deadline lumayan panjang untuk ukuran esai 2-4 halaman 2 hari ato 3 gitu. Gua ngangkat isu Kodam. Inti tulisannya adalah Tambahin Kodam di Kalimantan buat pengamanan IKN. Masak iya Jawa aja Kodam nya 6 Kalimantan mau dijadiin Ibukota Kodamnya cuma 2? ,Thu Feb 29 15:05:33 +0000 2024,deadline lumayan ukur esai halaman ngangkat isu kodam inti tulis tambahin kodam kalimantan aman ikn masak iya jawa kodam nya kalimantan dijadiin ibukota kodamnya
559,kokeangoro,@jellypastaa Pesutnya sdh tua mungkin coba diteliti ulang jangan serta merta menyalahkan IKN. Negara juga butuh ibukota baru AS dan china saja mendukung rakyat Indonesia juga harus dong,Tue Feb 27 13:48:02 +0000 2024,pesut tua coba teliti ulang merta salah ikn negara butuh ibukota amerika serikat china dukung rakyat indonesia
560,firemannn1080,@neohistoria_id Terimakasih untuk IKN. Kalau bukan karena pembangunan masif ibukota baru kalian ga akan peduli kalau setiap tahun pesut mahakam terancam punah!,Wed Feb 28 03:15:03 +0000 2024,terimakasih ikn bangun masif ibukota peduli pesut mahakam ancam punah
561,manusia_bodoh79,@opposite6892 Disengaja itu sm si pj biar kuat alasan ibukota pindah ke IKN,Thu Feb 29 16:19:11 +0000 2024,sengaja si pj biar kuat alas ibukota pindah kah ikn
562,ma2mialzts,Banjir di jkrta ini akan dibiarkan gitu aja sampai label DKI lepas supaya IKN dianggap paling layak disebut sbg ibukota.. Mereka akan kembali merawat jakarta setelah menjadi kawasan aglomerasi tdk dipungkiri perputaran ekonomi dsna trllu gurih untuk dilewatkan..,Thu Feb 29 13:56:49 +0000 2024,banjir jkrta biar label daerah khusus ibukota lepas ikn anggap layak ibukota rawat jakarta kawasan aglomerasi dipungkiri putar ekonomi dsna gurih
563,sojetsojet,@opposite6892 banjir dibiarin sebagai pembenar pindah ibukota ke ikn,Thu Feb 29 11:34:39 +0000 2024,banjir dibiarin pindah ibukota kah ikn
564,koyunhader,@pilianggg_11 Yomannn ibukota IKN aku sekalian langsir bucket cor mwehehehehehe,Wed Feb 28 04:50:00 +0000 2024,yomannn ibukota ikn langsir bucket cor mwehehehehehe
565,Adjie5569434264,@jansen_jsp Biar cpt pindah ke ikn Ibukota gak layak banjr dan kumuh ,Thu Feb 29 15:01:07 +0000 2024,biar cpt pindah kah ikn ibukota layak banjr kumuh
566,AwalUdin149784,@kompascom solusinya pindah ke ikn ya pak jika ibukota ga mau macet...,Thu Feb 29 01:08:07 +0000 2024,solusi pindah kah ikn iya ibukota macet
567,gray_trut,@MichelAdam7__ Hati2 trik minta referendum dengan tujuan akhir referendum NKRI jadi monarki dgn ibukota IKN,Tue Feb 27 10:04:06 +0000 2024,hati2 trik referendum tuju referendum nkri monarki ibukota ikn
568,AnkalaJiwa,@doremifasoyy IKN Nusantara a.k.a Penajem Paser Utara. Biar jadi mahluk ibukota,Tue Feb 27 08:38:15 +0000 2024,ikn nusantara kenal penajem paser utara biar mahluk ibukota
569,titalkamkawan,@tvOneNews IKN ibukota termewah utk para pejabat petinggi Negara.Rakyat disuruh antre beras murah.,Mon Feb 26 01:00:27 +0000 2024,ikn ibukota mewah jabat petinggi negararakyat suruh antre beras murah
570,BerryBachtiar,@jansen_jsp Hati2... banjir skrng itu kesengajaan agar rezim bisa menguatkan alasan agar ibukota pindah ke hutan IkN.,Thu Feb 29 13:32:45 +0000 2024,hati2 banjir skrng sengaja rezim kuat alas ibukota pindah kah hutan ikn
